recency_months,frequency,monetary_cc,time_months,donated_again,email_open_rate,events_attended,sms_opt_in,last_campaign_days,newsletter_segment
14.0,1.0,250.0,14.0,0,0.24064144850774682,0,0,11.0,Bronze
14.0,1.0,250.0,14.0,0,0.28723393519906676,0,0,143.0,Bronze
17.0,7.0,1750.0,58.0,1,0.3538478496244527,1,1,141.0,Gold
14.0,3.0,750.0,35.0,0,0.2563587739621215,0,0,108.0,Silver
14.0,3.0,750.0,35.0,0,0.31886882418304524,1,0,74.0,Silver
16.0,7.0,1750.0,64.0,0,0.4847785264332313,1,0,153.0,Gold
21.0,2.0,500.0,21.0,0,0.22672417152652577,0,0,143.0,Bronze
16.0,3.0,750.0,35.0,0,0.30713522394580994,0,0,97.0,Silver
16.0,1.0,250.0,16.0,0,0.37357022680384594,0,1,128.0,Bronze
16.0,1.0,250.0,16.0,0,0.19053187247794298,0,0,38.0,Bronze
16.0,1.0,250.0,16.0,0,0.4143031697380466,0,0,41.0,Bronze
16.0,1.0,250.0,16.0,0,0.20439626003321465,1,0,131.0,Bronze
16.0,1.0,250.0,16.0,0,0.26274848416681706,0,1,80.0,Bronze
14.0,2.0,500.0,29.0,0,0.4153816119658447,0,1,121.0,Bronze
11.0,4.0,1000.0,74.0,0,0.3585382695421809,1,0,65.0,Silver
11.0,2.0,500.0,38.0,1,0.2674861836335222,0,1,76.0,Bronze
21.0,6.0,1500.0,48.0,0,0.3075623911612647,0,0,126.0,Gold
23.0,2.0,500.0,23.0,0,0.20366740694799057,1,1,30.0,Bronze
23.0,6.0,1500.0,45.0,0,0.3577267600368164,0,0,112.0,Gold
14.0,2.0,500.0,35.0,1,0.3410516587954964,0,1,96.0,Bronze
16.0,6.0,1500.0,81.0,0,0.3743259646602737,1,0,66.0,Gold
16.0,4.0,1000.0,58.0,0,0.4778805780329587,1,0,46.0,Silver
16.0,5.0,1250.0,71.0,0,0.4115143751688206,0,0,147.0,Gold
21.0,2.0,500.0,26.0,0,0.5127774981318158,0,0,116.0,Bronze
21.0,3.0,750.0,35.0,0,0.4902749514597228,0,1,82.0,Silver
21.0,3.0,750.0,35.0,0,0.32434384063267835,1,0,16.0,Silver
23.0,8.0,2000.0,69.0,0,0.5037416757382525,1,0,85.0,Platinum
21.0,3.0,750.0,38.0,0,0.3807371476862775,0,1,48.0,Silver
23.0,3.0,750.0,35.0,0,0.340317674996553,1,1,0.0,Silver
21.0,3.0,750.0,40.0,0,0.23761421946328423,1,0,0.0,Silver
23.0,2.0,500.0,28.0,0,0.37677226686633564,0,0,55.0,Bronze
21.0,1.0,250.0,21.0,0,0.3567748681438073,0,0,126.0,Bronze
21.0,1.0,250.0,21.0,0,0.32968059496373636,0,0,63.0,Bronze
25.0,6.0,1500.0,50.0,0,0.3952052514953599,0,1,12.0,Gold
21.0,1.0,250.0,21.0,0,0.2082140565616722,0,0,74.0,Bronze
21.0,1.0,250.0,21.0,0,0.2784336831107203,1,1,16.0,Bronze
23.0,3.0,750.0,39.0,0,0.3206444765203822,1,1,95.0,Silver
21.0,2.0,500.0,33.0,0,0.3561463238586045,0,0,122.0,Bronze
14.0,3.0,750.0,79.0,0,0.27211932839426733,0,0,0.0,Silver
23.0,1.0,250.0,23.0,1,0.3757246610764041,0,1,4.0,Bronze
23.0,1.0,250.0,23.0,0,0.3294852773521032,0,0,111.0,Bronze
23.0,1.0,250.0,23.0,0,0.28649474319580026,0,1,101.0,Bronze
23.0,1.0,250.0,23.0,0,0.1922373868602794,0,0,80.0,Bronze
23.0,1.0,250.0,23.0,0,0.2733682753242874,1,1,93.0,Bronze
23.0,1.0,250.0,23.0,0,0.26178860498796885,0,0,72.0,Bronze
23.0,1.0,250.0,23.0,0,0.3795830252537063,0,0,127.0,Bronze
23.0,4.0,1000.0,52.0,0,0.32790430574030527,0,0,7.0,Silver
23.0,1.0,250.0,23.0,0,0.21351480810263462,0,0,93.0,Bronze
23.0,7.0,1750.0,88.0,0,0.3957775621871357,0,0,27.0,Gold
16.0,3.0,750.0,86.0,0,0.4575144236355283,0,1,83.0,Silver
23.0,2.0,500.0,38.0,0,0.2934007544323308,0,0,36.0,Bronze
21.0,2.0,500.0,52.0,0,0.35565371973366294,0,0,146.0,Bronze
23.0,3.0,750.0,62.0,0,0.2704023221222698,2,0,91.0,Silver
39.0,1.0,250.0,39.0,0,0.26289260608309994,0,1,0.0,Bronze
72.0,1.0,250.0,72.0,0,0.34262860412725543,0,1,3.0,Bronze
